Year,Proj,Proj Name,Date,Format,Engr Est,Low Bid,Var,Result,Bids,Loc,Qtr,LD,Lead,Typeology,Second Bid
2016,GWB-563,Sanitary Sewer Rehab at NJ Admin Bldg Lower Parking Lot,11/7/16,PQL,850000,651800,-0.233176471,GOOD,9,NJ,4,TB&T,Z,Paving,698371
2016,HT-924.097,Ventilation Bldg Evac Stack Inspection Structures,11/3/16,MWBE,480000,770000,0.604166667,FAIL,4,Both,4,TB&T,Z,Infra,1072000
2016,AKO-924.054,OBX - Structural Rehabilitation,10/27/16,Public,2150000,1654320,-0.230548837,FAIL,1,Both,4,TB&T,Z,Infra,1654320
2016,HT-224.127,Replacement of Piers 9 and 204 Phase II,10/25/16,Public,67636000,49942700,-0.261595896,FAIL,7,NJ,4,TB&T,Z,Infra,51303284
2016,PAT-024.069A,30th Street Mezzanine Rehab,10/24/16,Public,2400000,3617000,0.507083333,FAIL,2,NY,4,PATH,Z,Building,4944123
2016,PJ-664.527,Bldg 108 Switchgear Replacement,10/5/16,Public,3120000,2147100,-0.311826923,GOOD,7,NJ,4,Ports,Z,Building,2381070
2016,JFK-144.019,Rehab Runway4R-22L and Associated Taxiways,9/13/16,PQL,73640000,68462700,-0.07030554,GOOD,2,NY,3,Avi,Z,Paving,81159000
2016,PN-654.042A,Demo Buildings 269 and 270,8/30/16,Public,2000000,1460000,-0.27,GOOD,10,NJ,3,Ports,Z,Building,1500000
2016,EWR-924.366,Bridge N5 Flooding Mitigation,8/24/16,MWBE,230000,274450,0.19326087,FAIL,3,NJ,3,Avi,Z,Infra,395000
2016,PAT-784.164,Replace Roof - MacMillian-Bloedel Building,8/19/16,Public,6120000,4674300,-0.23622549,GOOD,6,NJ,3,PATH,Z,Building,4753054
2016,LT-534,Maintenance Pavement Repairs via Work Order,8/11/16,Public,1450000,763000,-0.473793103,GOOD,6,NY,3,TB&T,Z,Paving,1291760
2016,LT-934.027,NJ Admin Bldg - Emergency Power Modifications,8/4/16,MWBE,800000,485250,-0.3934375,GOOD,4,NJ,3,TB&T,Z,Building,685749
2016,JFK-1064,Bulk Fuel Farm West End & Satellite Remediation Upgrades,8/2/16,Public,1750000,1930000,0.102857143,GOOD,9,NY,3,Avi,Z,Infra,1978000
2016,LT-800.382,North Tube Pump Discharge Line,7/28/16,MWBE,1636000,1365000,-0.165647922,GOOD,3,NY,3,TB&T,Z,Infra,1555556
2016,LT-924.028,Priority Repairs on NY Approach Retaining Walls (Dyer Ave.),6/17/16,Public,1800000,1628370,-0.09535,GOOD,13,NY,2,TB&T,Z,Infra,1992121
2016,PN-654.038,Expressrail Port Newark Administration Building,6/2/16,D-B,2253000,2665637,0.183150022,FAIL,4,NJ,2,Ports,Z,Building,2702598
2016,HT-469,Mitigate Water Leakage at Ventilation Ducts and Mid-River Pump Room,5/27/16,Public,2800000,3295274,0.176883571,FAIL,6,Both,2,TB&T,Z,Infra,4199650
2016,LGA-124.086,Rehab of Runway 22 Deck Wearing Course,5/24/16,PQL,1930000,2277000,0.179792746,FAIL,4,NY,2,Avi,Z,Paving,2587000
2016,NYNJRR-644.537,Repl Barge Mooring Structures at Greenville Yard,5/10/16,Public,4000000,3838287,-0.04042825,GOOD,11,NJ,2,Ports,Z,Infra,4691500
2016,LT-924.014A,Water Line Leak Repairs,5/6/16,Public,2000000,2059960,0.02998,GOOD,2,NJ,2,TB&T,Z,Infra,4352800
2016,GWB-244.246,Access Ramp Crash Barrier,4/28/16,PQL,1700000,815000,-0.520588235,FAIL,7,NJ,2,TB&T,Z,Infra,967120
2016,HT-224.117,Waterside Buffer Zone Protection,4/26/16,Public,600000,675000,0.125,FAIL,3,NY,2,TB&T,Z,Infra,686000
2016,EWR-924.281,Peripheral Ditch Tide Gate Valve Repairs,4/19/16,Public,670000,897950,0.340223881,FAIL,5,NJ,2,Avi,Z,Infra,914310
2016,EP-684.509A,Bldg 1400 Upgrade of Fire Supression System,4/14/16,Public,700000,442247,-0.368218571,GOOD,6,NJ,2,Ports,Z,Building,518920
2016,PAT-784.163,PATH - Infrastructure for Standby Generators,4/13/16,Public,1900000,1348800,-0.290105263,GOOD,11,NJ,2,PATH,Z,Infra,1840100
2016,SWF-164.054,Stewart Airport - Backflow Prevention and Sump Pumps,4/5/16,Public,1300000,1334000,0.026153846,GOOD,6,NY,2,Avi,Z,Building,1444444
2016,MFP-924.638,NJ Marine Terminals - Dredging via Work Order,3/21/16,PQL,13100000,14145813,0.079833053,GOOD,5,NJ,1,Ports,Z,Infra,15521750
2016,EWR-154.197,"Newark - Infrastructure Renewal, Electrical",3/9/16,Public,25210000,17827873,-0.292825347,FAIL,13,NJ,1,Avi,Z,Infra,18662460
2016,LGA-774.133B,LGA - Emergency Storm Drainage Outfalls,2/18/16,Public,3250000,2849549,-0.123215692,GOOD,12,NY,1,Avi,Z,Infra,3167185
2016,GWB-244.150,"GWB - Replacement of PIP Helix, et. al.",2/11/16,Public,69865000,57000000,-0.184140843,GOOD,11,NJ,1,TB&T,Z,Infra,58617000
2016,LGA-124.240,LGA - Rehab Taxiway B between G and CY,2/4/16,Public,4072000,2733000,-0.328831041,FAIL,3,NY,1,Avi,Z,Paving,3147496
2016,LGA-103.014,LGA - Pump Houses 2 and 3 Rehabilitation,1/25/16,Public,2530000,1836000,-0.2743083,GOOD,7,NY,1,Avi,Z,Infra,2495500
2016,PAT-774.154,PATH - Hoboken Station Under-Platform Fan Replacement,1/22/16,Public,4574000,3774000,-0.174901618,GOOD,4,NJ,1,PATH,Z,Infra,4055000
2016,PN-654.544,Port Newark - Install Intelligent Transport Devices and Traffic Signals,1/20/16,Public,10000000,6499990,-0.350001,FAIL,6,NJ,1,Ports,Z,Infra,7138000
2016,WTC-222.004,WTC - Tower One Public Safety Radio Room,1/19/16,PQL,9000000,8936000,-0.007111111,GOOD,3,NY,1,Sec,Z,Building,9201691
2016,PN-654.041,Port Newark - Davit Street Extension,1/14/16,M/WBE,1200000,1050050,-0.124958333,GOOD,6,NJ,1,Ports,Z,Paving,1083107
2015,AK-195,Staten Island Bridges - Maint Pvmt Repairs via WO,12/4/15,PQL,2000000,2092850,0.046425,GOOD,4,NY,4,TB&T,Z,Paving,2196300
2015,TP-104.006,Backflow Prevention Devices,11/30/15,Public,1200000,1222222,0.018518333,GOOD,6,NY,4,Avi,Z,Infra,1488000
2015,GWB-564,George Washington Bridge-Facility Wide Prioirty Rehabilitation,11/4/15,Public,8700000,10162935,0.168153448,FAIL,3,Both,4,TB&T,Z,Infra,10760000
2015,MFA-924.283,Newark Liberty International Airport and Teterboro Airport  Asphalt Concrete Pavement Repairs Via Work Order,11/2/15,PQL,7055100,5774440,-0.181522586,FAIL,3,NJ,4,Avi,Z,Paving,6387950
2015,HT-224.116,Holland Tunnel-Concrete Repairs at Air Supply Ports,10/30/15,Public,7100000,6676400,-0.059661972,GOOD,11,Both,4,TB&T,Z,Infra,8765900
2015,GWB-566,George Washington Bridge-Temporary Semac Relocation,10/27/15,Public,1340000,1850000,0.380597015,FAIL,4,NJ,4,TB&T,Z,Infra,2174000
2015,GWB-924.092,George Washington Bridge-Improvements to Bruce Reynolds Boulevard,10/20/15,Public,1290000,1552600,0.203565891,FAIL,9,NJ,4,TB&T,Z,Paving,1557557.5
2015,EWR-154.184,Newark Liberty International Airport-Central Heating & Refirgeration Plant Substation and Pumps Upgrade,10/15/15,Public,3650000,3270000,-0.104109589,GOOD,6,NJ,4,Avi,Z,Infra,3654000
2015,GWB-244.256,"George Washington Bridge-Pavement Rehabilitation of the Lower Level eastbound Approch Roadways, Lower Level Eastbound Bridge Span and Lower Expressway East Ramp",10/7/15,PQL,7400000,4985882.5,-0.326232095,FAIL,4,Both,4,TB&T,Z,Paving,5169777
2015,PN-654.036,Port Newark-Water System Rehabilitation At Central And South Sections,9/30/15,Public,7000000,5851111,-0.164127,GOOD,15,NJ,3,Ports,Z,Infra,6789000
2015,LGA-124.226,LaGuardia Airport-Hanger 7 South Build Out,9/21/15,Public,7900000,6769800,-0.143063291,GOOD,18,NY,3,Avi,Z,Building,8850000
2015,EWR-924.320,Newark Liberty International Airport-Terminal 'C' Level 1 Drainage Improvements,9/9/15,M/WBE,325000,377777,0.162390769,FAIL,6,NJ,3,Avi,Z,Building,415415
2015,LGA-124.229,LaGuardia Airport - Watch Engineer's Office Relocation,8/27/15,Public,1650000,1898000,0.15030303,FAIL,4,NY,3,Avi,Z,Infra,2440000
2015,EWR-924.175A,Newark Liberty International Airport-Building No. 105 Roof Replacement,8/18/15,M/WBE,354000,396811,0.120935028,FAIL,3,NJ,3,Avi,Z,Building,607000
2015,EWR-154.239,"Newark Liberty International Airport- Rehabilitation of Expansion Joints of Bridges N3, N9, N13, N17, N19 and N29, and Structural Elements",7/28/15,Public,1918000,1389000,-0.275808133,GOOD,12,NJ,3,Avi,Z,Infra,1737000
2015,LT-924.014,Lincoln Tunnel-Water Leak Repairs,6/23/15,Public,1800000,2217200,0.231777778,FAIL,2,Both,2,TB&T,Z,Infra,2698000
2015,GWB-244.240,"George Washington Bridge-Lower Level Priority Steel and Concrete Prepairs, Rehabilitation of Catwalks and Plaintenace Platform Travelers",6/22/15,Public,6500000,6374800,-0.019261538,GOOD,7,Both,2,TB&T,Z,Infra,7497000
2015,MFP-924.623,New York Marine Terminals-Paving and Utility Rehabilitation Via Work Order,6/4/15,Public,1600000,1298005,-0.188746875,GOOD,6,NY,2,Ports,Z,Paving,1346150
2015,NYNJRR-644.531,"NY and NJ Rail - Transfer Bridge #10 Reconstruction and Fender Modifications at 65th St Yard, Brooklyn",6/2/15,Public,29100000,30452500,0.046477663,GOOD,11,NJ,2,Ports,Z,Infra,31281100
2015,JFK-914.209,John F. Kennedy International Airport-Former Hangar 12 Site-West Area Lighting,5/21/15,MBE,1550000,2333333.33,0.505376342,FAIL,2,NY,2,Avi,Z,Building,3640000
2015,PN-654.545,Port Newark Berth 19 Wharf Restoration,5/21/15,Public,6400000,5777000,-0.09734375,GOOD,7,NJ,2,Ports,Z,Infra,6527495
2015,PAT-131.000,Path-Hackensack River Bridge Emergency Generator Fuel Tank,5/20/15,Public,3340000,4538160,0.358730539,FAIL,3,NJ,2,PATH,Z,Infra,5887300
2015,SWF-164.031A,Stewart International-Passenger Loading Bridges Pressurization Fans,5/19/15,Public,1263000,930000,-0.263657957,FAIL,1,NY,2,Avi,Z,Infra,930000
2015,GWB-924.044,George Washington Bridge-Electrical Bus Replacement ,5/18/15,MBE,830000,1650000,0.987951807,FAIL,1,Both,2,TB&T,Z,Infra,1650000
2015,TEB-914.203,Teterboro Airport-Installation of Fencing to Mitigate Wildlife Hazards,4/21/15,Public,735000,512568,-0.302628571,GOOD,9,NJ,2,Avi,Z,Infra,537725.67
2015,MFP-924.630,New Jersey Marine Terminals-Paving and Utility Rehabilitation via Work Order,4/14/15,Public,2320000,1550780,-0.331560345,GOOD,9,NJ,2,Ports,Z,Paving,1631620
2015,PAT-643-Work Order No. 2,Path-Tunnels E&F Temporary Event detection Systems (TEDS),4/14/15,PQL,521000,1840000,2.531669866,FAIL,3,Both,2,PATH,Z,Infra,1840000
2015,LGA-774.234,Laguardia Airport-Flood Protection at the West Field Lighting Vault,4/10/15,Public,3760000,2999293,-0.202315691,GOOD,10,NY,2,Avi,Z,Infra,3023651
2015,LGA-774.236,Laguardia airport-Flood Protection at the West End Substation,4/10/15,Public,1770000,1397380,-0.210519774,GOOD,10,NY,2,Avi,Z,Infra,1534115
2015,JFK-1050,John F. Kennedy International Airport-Replacement of Fire Alarm System at the Airport Traffic Control Tower,4/9/15,Public,1850000,2137550,0.155432432,FAIL,8,NY,2,Avi,Z,Building,2959000
2015,PJ-924.624,Port Jersey Marine Terminal-Paving and Utility Rehabilitation via Work Order,4/8/15,MBE/WBE,1300000,878175,-0.324480769,GOOD,7,NJ,2,Ports,Z,Paving,1321680
2015,PAT-084.057,PATH-Access Control and CCTV at Substation and Communications Rooms,3/17/15,PQL,4450000,3620000,-0.186516854,GOOD,3,NJ,1,PATH,Z,Building,4298317
2015,PN-654.004,"Port Newark-Berths 30, 32, and 34 Fender Systems Reconstruction",3/9/15,Public,9600000,6748000,-0.297083333,GOOD,12,NJ,1,Ports,Z,Infra,7064400
2015,JFK-134.025,John F. Kennedy International Airport-Unmanned AOA Gates and Perimeter Fence Enhancement-Phase II,2/25/15,M/WBE,640000,574000,-0.103125,GOOD,4,NY,1,Sec,Z,Infra,610750.86
2015,LGA-124.231,Laguardia Airport-Rehabilitation of Taxiways West of Runway 4-22,2/22/15,PQL,9700000,8742268,-0.098735258,GOOD,3,NY,1,Avi,Z,Paving,9825550
2015,LGA-124.166,Laguardia Airport-Rehabilitation of Runway 13-31 and Associated Taxiways,2/3/15,PQL,25770000,28747550,0.115543267,FAIL,3,NY,1,Avi,Z,Paving,29484532
