"","Q","Proj","Proj.Name","Date","Format","Engr.Est","Low.Bid","Var","Result","Bids","Loc","Qtr","LD","Lead","Typeology","Second.Bid","Consumer.price.index","Employment.in.communications","Employment.in.construction","Employment.in.education.and.health","Employment.in.financial.and.business.services","Employment.in.financial.services","Employment.in.government","Employment.in.other.services","Employment.in.production.industries","Employment.in.professional.services","Employment.in.real.estate","Employment.in.retail","Employment.in.transport.services","Employment.in.wholesale","Output.in.communications","Output.in.construction","Output.in.financial.services","Output.in.government","Output.in.retail","Output.in.education.and.health","Output.in.financial.and.business.services","Output.in.other.services","Output.in.production.industries","Output.in.professional.services","Output.in.real.estate","Output.in.transport.services","Output.in.wholesale","Personal.disposable.income..nominal","Personal.disposable.income..real","Personal.income..nominal","Retail.sales..nominal","Retail.sales..real","Total.employment","Total.office.based.employment","Total.output","Total.population","permits","permits_1","cci","Format2","accuracy","quantile","bal","quantile_1","quantile_2","quantile_3","quantile_4","quantile_5","n.bidders"
"40","2016-Q1","PAT-774.154","PATH - Hoboken Station Under-Platform Fan Replacement",2016-01-22,"Public",4574000,3774000,-0.174901618,"GOOD",4,"NJ",1,"PATH","Z","Infra",4055000,261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,"Public",0.886532575426323,"3",-519000,0,0,1,0,0,"'4-5"
"41","2016-Q1","LGA-103.014","LGA - Pump Houses 2 and 3 Rehabilitation",2016-01-25,"Public",2530000,1836000,-0.2743083,"GOOD",7,"NY",1,"Avi","Z","Infra",2495500,261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,"Public",0.986363636363636,"3",-34500,0,0,1,0,0,"'6+"
"42","2016-Q1","LGA-124.240","LGA - Rehab Taxiway B between G and CY",2016-02-04,"Public",4072000,2733000,-0.328831041,"FAIL",3,"NY",1,"Avi","Z","Paving",3147496,261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,"Public",0.772960707269155,"3",-924504,0,0,1,0,0,"'2-3"
"43","2016-Q1","GWB-244.150","GWB - Replacement of PIP Helix, et. al.",2016-02-11,"Public",69865000,57000000,-0.184140843,"GOOD",11,"NJ",1,"TB&T","Z","Infra",58617000,261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,"Public",0.839003793029414,"5",-11248000,0,0,0,0,1,"'6+"
"44","2016-Q1","LGA-774.133B","LGA - Emergency Storm Drainage Outfalls",2016-02-18,"Public",3250000,2849549,-0.123215692,"GOOD",12,"NY",1,"Avi","Z","Infra",3167185,261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,"Public",0.974518461538462,"3",-82815,0,0,1,0,0,"'6+"
"45","2016-Q1","EWR-154.197","Newark - Infrastructure Renewal, Electrical",2016-03-09,"Public",25210000,17827873,-0.292825347,"FAIL",13,"NJ",1,"Avi","Z","Infra",18662460,261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,"Public",0.740280047600159,"5",-6547540,0,0,0,0,1,"'6+"
"46","2016-Q1","MFP-924.638","NJ Marine Terminals - Dredging via Work Order",2016-03-21,"Other",13100000,14145813,0.079833053,"GOOD",5,"NJ",1,"Ports","Z","Infra",15521750,261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,"Other",1.18486641221374,"5",2421750,0,0,0,0,1,"'4-5"
"47","2016-Q2","SWF-164.054","Stewart Airport - Backflow Prevention and Sump Pumps",2016-04-05,"Public",1300000,1334000,0.026153846,"GOOD",6,"NY",2,"Avi","Z","Building",1444444,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Public",1.11111076923077,"1",144444,1,0,0,0,0,"'6+"
"48","2016-Q2","PAT-784.163","PATH - Infrastructure for Standby Generators",2016-04-13,"Public",1900000,1348800,-0.290105263,"GOOD",11,"NJ",2,"PATH","Z","Infra",1840100,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Public",0.968473684210526,"2",-59900,0,1,0,0,0,"'6+"
"49","2016-Q2","EP-684.509A","Bldg 1400 Upgrade of Fire Supression System",2016-04-14,"Public",700000,442247,-0.368218571,"GOOD",6,"NJ",2,"Ports","Z","Building",518920,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Public",0.741314285714286,"1",-181080,1,0,0,0,0,"'6+"
"50","2016-Q2","EWR-924.281","Peripheral Ditch Tide Gate Valve Repairs",2016-04-19,"Public",670000,897950,0.340223881,"FAIL",5,"NJ",2,"Avi","Z","Infra",914310,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Public",1.36464179104478,"1",244310,1,0,0,0,0,"'4-5"
"51","2016-Q2","HT-224.117","Waterside Buffer Zone Protection",2016-04-26,"Public",600000,675000,0.125,"FAIL",3,"NY",2,"TB&T","Z","Infra",686000,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Public",1.14333333333333,"1",86000,1,0,0,0,0,"'2-3"
"52","2016-Q2","GWB-244.246","Access Ramp Crash Barrier",2016-04-28,"Other",1700000,815000,-0.520588235,"FAIL",7,"NJ",2,"TB&T","Z","Infra",967120,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Other",0.568894117647059,"1",-732880,1,0,0,0,0,"'6+"
"53","2016-Q2","LT-924.014A","Water Line Leak Repairs",2016-05-06,"Public",2000000,2059960,0.02998,"GOOD",2,"NJ",2,"TB&T","Z","Infra",4352800,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Public",2.1764,"3",2352800,0,0,1,0,0,"'2-3"
"54","2016-Q2","NYNJRR-644.537","Repl Barge Mooring Structures at Greenville Yard",2016-05-10,"Public",4000000,3838287,-0.04042825,"GOOD",11,"NJ",2,"Ports","Z","Infra",4691500,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Public",1.172875,"4",691500,0,0,0,1,0,"'6+"
"55","2016-Q2","LGA-124.086","Rehab of Runway 22 Deck Wearing Course",2016-05-24,"Other",1930000,2277000,0.179792746,"FAIL",4,"NY",2,"Avi","Z","Paving",2587000,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Other",1.34041450777202,"3",657000,0,0,1,0,0,"'4-5"
"56","2016-Q2","HT-469","Mitigate Water Leakage at Ventilation Ducts and Mid-River Pump Room",2016-05-27,"Public",2800000,3295274,0.176883571,"FAIL",6,"Both",2,"TB&T","Z","Infra",4199650,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Public",1.499875,"3",1399650,0,0,1,0,0,"'6+"
"57","2016-Q2","PN-654.038","Expressrail Port Newark Administration Building",2016-06-02,"M/WBE",2253000,2665637,0.183150022,"FAIL",4,"NJ",2,"Ports","Z","Building",2702598,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Other",1.19955525965379,"3",449598,0,0,1,0,0,"'4-5"
"58","2016-Q2","LT-924.028","Priority Repairs on NY Approach Retaining Walls (Dyer Ave.)",2016-06-17,"Public",1800000,1628370,-0.09535,"GOOD",13,"NY",2,"TB&T","Z","Infra",1992121,262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,"Public",1.10673388888889,"2",192121,0,1,0,0,0,"'6+"
"59","2016-Q3","LT-800.382","North Tube Pump Discharge Line",2016-07-28,"M/WBE",1636000,1365000,-0.165647922,"GOOD",3,"NY",3,"TB&T","Z","Infra",1555556,263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,"Other",0.950828850855746,"2",-80444,0,1,0,0,0,"'2-3"
"60","2016-Q3","JFK-1064","Bulk Fuel Farm West End & Satellite Remediation Upgrades",2016-08-02,"Public",1750000,1930000,0.102857143,"GOOD",9,"NY",3,"Avi","Z","Infra",1978000,263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,"Public",1.13028571428571,"2",228000,0,1,0,0,0,"'6+"
"61","2016-Q3","LT-934.027","NJ Admin Bldg - Emergency Power Modifications",2016-08-04,"M/WBE",800000,485250,-0.3934375,"GOOD",4,"NJ",3,"TB&T","Z","Building",685749,263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,"Other",0.85718625,"1",-114251,1,0,0,0,0,"'4-5"
"62","2016-Q3","LT-534","Maintenance Pavement Repairs via Work Order",2016-08-11,"Public",1450000,763000,-0.473793103,"GOOD",6,"NY",3,"TB&T","Z","Paving",1291760,263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,"Public",0.890868965517241,"1",-158240,1,0,0,0,0,"'6+"
"63","2016-Q3","PAT-784.164","Replace Roof - MacMillian-Bloedel Building",2016-08-19,"Public",6120000,4674300,-0.23622549,"GOOD",6,"NJ",3,"PATH","Z","Building",4753054,263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,"Public",0.776642810457516,"4",-1366946,0,0,0,1,0,"'6+"
"64","2016-Q3","EWR-924.366","Bridge N5 Flooding Mitigation",2016-08-24,"M/WBE",230000,274450,0.19326087,"FAIL",3,"NJ",3,"Avi","Z","Infra",395000,263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,"Other",1.71739130434783,"1",165000,1,0,0,0,0,"'2-3"
"65","2016-Q3","PN-654.042A","Demo Buildings 269 and 270",2016-08-30,"Public",2000000,1460000,-0.27,"GOOD",10,"NJ",3,"Ports","Z","Building",1500000,263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,"Public",0.75,"2",-500000,0,1,0,0,0,"'6+"
"66","2016-Q3","JFK-144.019","Rehab Runway4R-22L and Associated Taxiways",2016-09-13,"Other",73640000,68462700,-0.07030554,"GOOD",2,"NY",3,"Avi","Z","Paving",81159000,263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,"Other",1.10210483432917,"5",7519000,0,0,0,0,1,"'2-3"
"67","2016-Q4","PJ-664.527","Bldg 108 Switchgear Replacement",2016-10-05,"Public",3120000,2147100,-0.311826923,"GOOD",7,"NJ",4,"Ports","Z","Building",2381070,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Public",0.763163461538461,"2",-738930,0,1,0,0,0,"'6+"
"68","2016-Q4","PAT-024.069A","30th Street Mezzanine Rehab",2016-10-24,"Public",2400000,3617000,0.507083333,"FAIL",2,"NY",4,"PATH","Z","Building",4944123,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Public",2.06005125,"4",2544123,0,0,0,1,0,"'2-3"
"69","2016-Q4","HT-224.127","Replacement of Piers 9 and 204 Phase II",2016-10-25,"Public",67636000,49942700,-0.261595896,"FAIL",7,"NJ",4,"TB&T","Z","Infra",51303284,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Public",0.75852037376545,"5",-16332716,0,0,0,0,1,"'6+"
"70","2016-Q4","AKO-924.054","OBX - Structural Rehabilitation",2016-10-27,"Public",2150000,1654320,-0.230548837,"FAIL",1,"Both",4,"TB&T","Z","Infra",1654320,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Public",0.769451162790698,"2",-495680,0,1,0,0,0,"'1"
"71","2016-Q4","HT-924.097","Ventilation Bldg Evac Stack Inspection Structures",2016-11-03,"M/WBE",480000,770000,0.604166667,"FAIL",4,"Both",4,"TB&T","Z","Infra",1072000,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Other",2.23333333333333,"1",592000,1,0,0,0,0,"'4-5"
"72","2016-Q4","GWB-563","Sanitary Sewer Rehab at NJ Admin Bldg Lower Parking Lot",2016-11-07,"Other",850000,651800,-0.233176471,"GOOD",9,"NJ",4,"TB&T","Z","Paving",698371,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Other",0.821612941176471,"1",-151629,1,0,0,0,0,"'6+"
"73","2016-Q4","SWF-017","Asphalt and Concrete Repairs via Work Order",2016-11-29,"Public",1763000,2233850,0.267073171,"FAIL",2,"NY",4,"Avi","Z","Paving",2754705,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Public",1.56250992626205,"3",991705,0,0,1,0,0,"'2-3"
"74","2016-Q4","LGA-124.236","Wetland Mitigation at Westchester Creek",2016-12-08,"Public",2170000,1903225,-0.122937788,"GOOD",5,"NY",4,"Avi","Z","Infra",2179670,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Public",1.00445622119816,"2",9670,0,1,0,0,0,"'4-5"
"75","2016-Q4","PJ-664.503","Greenville Yard Phase 1",2016-12-14,"Public",61900000,47681062,-0.229708207,"GOOD",7,"NJ",4,"Ports","Z","Infra",52950000,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Public",0.855411954765751,"5",-8950000,0,0,0,0,1,"'6+"
"76","2016-Q4","PN-654.551","Tyler Street Pavement Rehab",2016-12-15,"M/WBE",1460000,1457020,-0.002041096,"GOOD",7,"NJ",4,"Ports","Z","Paving",1461533,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Other",1.00105,"2",1533,0,1,0,0,0,"'6+"
"77","2016-Q4","EWR-924.288","Fuel Farm Roadway Drainage Improvements",2016-12-21,"M/WBE",600000,421111,-0.298148333,"GOOD",8,"NJ",4,"Avi","Z","Infra",463700,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Other",0.772833333333333,"1",-136300,1,0,0,0,0,"'6+"
"78","2016-Q4","PAT-084.039","Event Detection Systems for Tunnels E and F",2016-12-27,"Other",18500000,15978000,-0.136324324,"GOOD",2,"Both",4,"PATH","Z","Infra",19475000,265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,"Other",1.0527027027027,"5",975000,0,0,0,0,1,"'2-3"
"79","2017-Q1","JFK-124.016","Rehab Taxiway Q, QG and Restricted Vehicle Service Road",2017-01-04,"Other",28695000,31768035,0.107093048,"GOOD",2,"NY",1,"Avi","C","Paving",34831050,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",1.21383690538421,"5",6136050,0,0,0,0,1,"'2-3"
"80","2017-Q1","JFK-1067","Asphalt Pavement Repairs via Work Order",2017-01-11,"Other",12071025,9977777,-0.173410957,"FAIL",3,"NY",1,"Avi","C","Paving",10436923,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Other",0.864626077735735,"4",-1634102,0,0,0,1,0,"'2-3"
"81","2017-Q1","MFP-924.644","NJ Marine Terminals Railroad Rehab via Work Order",2017-01-17,"Public",4200000,3987114,-0.050687143,"GOOD",3,"NJ",1,"Ports","C","Infra",4217900,267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,"Public",1.0042619047619,"3",17900,0,0,1,0,0,"'2-3"
