"","Q","Proj","Proj.Name","Date","Format","Engr.Est","Low.Bid","Var","Result","Bids","Loc","Qtr","LD","Lead","Typeology","Consumer.price.index","Employment.in.communications","Employment.in.construction","Employment.in.education.and.health","Employment.in.financial.and.business.services","Employment.in.financial.services","Employment.in.government","Employment.in.other.services","Employment.in.production.industries","Employment.in.professional.services","Employment.in.real.estate","Employment.in.retail","Employment.in.transport.services","Employment.in.wholesale","Output.in.communications","Output.in.construction","Output.in.financial.services","Output.in.government","Output.in.retail","Output.in.education.and.health","Output.in.financial.and.business.services","Output.in.other.services","Output.in.production.industries","Output.in.professional.services","Output.in.real.estate","Output.in.transport.services","Output.in.wholesale","Personal.disposable.income..nominal","Personal.disposable.income..real","Personal.income..nominal","Retail.sales..nominal","Retail.sales..real","Total.employment","Total.office.based.employment","Total.output","Total.population","permits","permits_1","cci","accuracy","decile"
"44","2016-Q1","LGA-774.133B","LGA - Emergency Storm Drainage Outfalls",2016-02-18,"Public",3250000,2849549,-0.123215692,"GOOD",12,"NY",1,"Avi","Z","Infra",261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,1.14053136127857,"6"
"45","2016-Q1","EWR-154.197","Newark - Infrastructure Renewal, Electrical",2016-03-09,"Public",25210000,17827873,-0.292825347,"FAIL",13,"NJ",1,"Avi","Z","Infra",261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,1.41407783194327,"9"
"46","2016-Q1","MFP-924.638","NJ Marine Terminals - Dredging via Work Order",2016-03-21,"Other",13100000,14145813,0.079833053,"GOOD",5,"NJ",1,"Ports","Z","Infra",261.0797,274.2445,355.4697,1720.847,2196.853,553.9073,1202.96,1221.852,341.4254,1448.712,194.234,868.7178,330.6291,400.284,35597.36,10066.59,57464.39,30287.6,16401.32,31439.77,172218.1,20143.12,16242.6,55410.79,59342.93,13614.16,22480.46,264878.3,256109.2,316274.6,72401.41,77987.95,8913.283,2196.853,367091.6,18395.59,43463,48467,10181,0.926069077825361,"9"
"47","2016-Q2","SWF-164.054","Stewart Airport - Backflow Prevention and Sump Pumps",2016-04-05,"Public",1300000,1334000,0.026153846,"GOOD",6,"NY",2,"Avi","Z","Building",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,0.974512743628186,"3"
"48","2016-Q2","PAT-784.163","PATH - Infrastructure for Standby Generators",2016-04-13,"Public",1900000,1348800,-0.290105263,"GOOD",11,"NJ",2,"PATH","Z","Infra",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,1.40865954922894,"3"
"49","2016-Q2","EP-684.509A","Bldg 1400 Upgrade of Fire Supression System",2016-04-14,"Public",7e+05,442247,-0.368218571,"GOOD",6,"NJ",2,"Ports","Z","Building",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,1.58282588689126,"1"
"50","2016-Q2","EWR-924.281","Peripheral Ditch Tide Gate Valve Repairs",2016-04-19,"Public",670000,897950,0.340223881,"FAIL",5,"NJ",2,"Avi","Z","Infra",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,0.746143994654491,"2"
"51","2016-Q2","HT-224.117","Waterside Buffer Zone Protection",2016-04-26,"Public",6e+05,675000,0.125,"FAIL",3,"NY",2,"TB&T","Z","Infra",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,0.888888888888889,"1"
"52","2016-Q2","GWB-244.246","Access Ramp Crash Barrier",2016-04-28,"Other",1700000,815000,-0.520588235,"FAIL",7,"NJ",2,"TB&T","Z","Infra",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,2.08588957055215,"2"
"53","2016-Q2","LT-924.014A","Water Line Leak Repairs",2016-05-06,"Public",2e+06,2059960,0.02998,"GOOD",2,"NJ",2,"TB&T","Z","Infra",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,0.970892638692013,"5"
"54","2016-Q2","NYNJRR-644.537","Repl Barge Mooring Structures at Greenville Yard",2016-05-10,"Public",4e+06,3838287,-0.04042825,"GOOD",11,"NJ",2,"Ports","Z","Infra",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,1.04213155504005,"6"
"55","2016-Q2","LGA-124.086","Rehab of Runway 22 Deck Wearing Course",2016-05-24,"Other",1930000,2277000,0.179792746,"FAIL",4,"NY",2,"Avi","Z","Paving",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,0.847606499780413,"5"
"56","2016-Q2","HT-469","Mitigate Water Leakage at Ventilation Ducts and Mid-River Pump Room",2016-05-27,"Public",2800000,3295274,0.176883571,"FAIL",6,"Both",2,"TB&T","Z","Infra",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,0.849701724348264,"6"
"57","2016-Q2","PN-654.038","Expressrail Port Newark Administration Building",2016-06-02,"Other",2253000,2665637,0.183150022,"FAIL",4,"NJ",2,"Ports","Z","Building",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,0.845201353372571,"6"
"58","2016-Q2","LT-924.028","Priority Repairs on NY Approach Retaining Walls (Dyer Ave.)",2016-06-17,"Public",1800000,1628370,-0.09535,"GOOD",13,"NY",2,"TB&T","Z","Infra",262.7826,271.5366,355.993,1735,2204.644,554.0839,1202.534,1227.11,338.964,1454.65,195.91,869.1947,334.049,398.3187,37171.69,9895.583,58201.34,30267.69,16426.69,31199.38,173729.9,20098.09,15699.78,55675.34,59853.22,13558.89,22251.11,265292,255012.5,316937.7,73616.91,78853.91,8937.344,2204.644,368611.2,18401.55,48662,43463,10315,1.10539987840601,"4"
"59","2016-Q3","LT-800.382","North Tube Pump Discharge Line",2016-07-28,"Other",1636000,1365000,-0.165647922,"GOOD",3,"NY",3,"TB&T","Z","Infra",263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,1.1985347985348,"3"
"60","2016-Q3","JFK-1064","Bulk Fuel Farm West End & Satellite Remediation Upgrades",2016-08-02,"Public",1750000,1930000,0.102857143,"GOOD",9,"NY",3,"Avi","Z","Infra",263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,0.906735751295337,"5"
"61","2016-Q3","LT-934.027","NJ Admin Bldg - Emergency Power Modifications",2016-08-04,"Other",8e+05,485250,-0.3934375,"GOOD",4,"NJ",3,"TB&T","Z","Building",263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,1.64863472436888,"1"
"62","2016-Q3","LT-534","Maintenance Pavement Repairs via Work Order",2016-08-11,"Public",1450000,763000,-0.473793103,"GOOD",6,"NY",3,"TB&T","Z","Paving",263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,1.90039318479685,"2"
"63","2016-Q3","PAT-784.164","Replace Roof - MacMillian-Bloedel Building",2016-08-19,"Public",6120000,4674300,-0.23622549,"GOOD",6,"NJ",3,"PATH","Z","Building",263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,1.30928695205699,"7"
"64","2016-Q3","EWR-924.366","Bridge N5 Flooding Mitigation",2016-08-24,"Other",230000,274450,0.19326087,"FAIL",3,"NJ",3,"Avi","Z","Infra",263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,0.838039715795227,"1"
"65","2016-Q3","PN-654.042A","Demo Buildings 269 and 270",2016-08-30,"Public",2e+06,1460000,-0.27,"GOOD",10,"NJ",3,"Ports","Z","Building",263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,1.36986301369863,"4"
"66","2016-Q3","JFK-144.019","Rehab Runway4R-22L and Associated Taxiways",2016-09-13,"Other",73640000,68462700,-0.07030554,"GOOD",2,"NY",3,"Avi","Z","Paving",263.8254,279.0824,358.8192,1752.779,2218.025,554.5132,1205.641,1236.743,338.5642,1465.892,197.6201,871.0665,335.9704,397.4492,36084.18,9831.064,58186.77,30391.34,16616.29,31116.66,173164.3,20101.25,15270.82,55181.07,59796.43,13625.4,22239.99,267273.8,255810.9,319161.4,74111.72,79600.65,8994.14,2218.025,366967.5,18405.93,49526,48662,10385,1.07562220011773,"10"
"67","2016-Q4","PJ-664.527","Bldg 108 Switchgear Replacement",2016-10-05,"Public",3120000,2147100,-0.311826923,"GOOD",7,"NJ",4,"Ports","Z","Building",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,1.45312281682269,"5"
"68","2016-Q4","PAT-024.069A","30th Street Mezzanine Rehab",2016-10-24,"Public",2400000,3617000,0.507083333,"FAIL",2,"NY",4,"PATH","Z","Building",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,0.663533314901852,"6"
"69","2016-Q4","HT-224.127","Replacement of Piers 9 and 204 Phase II",2016-10-25,"Public",67636000,49942700,-0.261595896,"FAIL",7,"NJ",4,"TB&T","Z","Infra",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,1.35427199570708,"10"
"70","2016-Q4","AKO-924.054","OBX - Structural Rehabilitation",2016-10-27,"Public",2150000,1654320,-0.230548837,"FAIL",1,"Both",4,"TB&T","Z","Infra",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,1.29962764156874,"4"
"71","2016-Q4","HT-924.097","Ventilation Bldg Evac Stack Inspection Structures",2016-11-03,"Other",480000,770000,0.604166667,"FAIL",4,"Both",4,"TB&T","Z","Infra",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,0.623376623376623,"2"
"72","2016-Q4","GWB-563","Sanitary Sewer Rehab at NJ Admin Bldg Lower Parking Lot",2016-11-07,"Other",850000,651800,-0.233176471,"GOOD",9,"NJ",4,"TB&T","Z","Paving",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,1.30408100644369,"1"
"73","2016-Q4","SWF-017","Asphalt and Concrete Repairs via Work Order",2016-11-29,"Public",1763000,2233850,0.267073171,"FAIL",2,"NY",4,"Avi","Z","Paving",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,0.789220404234841,"5"
"74","2016-Q4","LGA-124.236","Wetland Mitigation at Westchester Creek",2016-12-08,"Public",2170000,1903225,-0.122937788,"GOOD",5,"NY",4,"Avi","Z","Infra",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,1.14016997464829,"4"
"75","2016-Q4","PJ-664.503","Greenville Yard Phase 1",2016-12-14,"Public",61900000,47681062,-0.229708207,"GOOD",7,"NJ",4,"Ports","Z","Infra",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,1.29820933938091,"10"
"76","2016-Q4","PN-654.551","Tyler Street Pavement Rehab",2016-12-15,"Other",1460000,1457020,-0.002041096,"GOOD",7,"NJ",4,"Ports","Z","Paving",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,1.00204527048359,"4"
"77","2016-Q4","EWR-924.288","Fuel Farm Roadway Drainage Improvements",2016-12-21,"Other",6e+05,421111,-0.298148333,"GOOD",8,"NJ",4,"Avi","Z","Infra",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,1.42480248675527,"1"
"78","2016-Q4","PAT-084.039","Event Detection Systems for Tunnels E and F",2016-12-27,"Other",18500000,15978000,-0.136324324,"GOOD",2,"Both",4,"PATH","Z","Infra",265.7984,279.0168,360.8947,1765.675,2226.539,553.4979,1203.026,1240.999,337.9709,1474.882,198.1587,872.9807,339.6768,397.6727,37295.56,9854.404,55734.5,30369.05,16745.62,31642.15,171648.2,20200.71,15081.91,55674.46,60239.26,13901.16,21835.49,270915.6,258054.2,322936.2,75054.13,80310.51,9024.451,2226.539,367004.1,18403.33,43552,49526,10442,1.15784203279509,"9"
"79","2017-Q1","JFK-124.016","Rehab Taxiway Q, QG and Restricted Vehicle Service Road",2017-01-04,"Other",28695000,31768035,0.107093048,"GOOD",2,"NY",1,"Avi","C","Paving",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,0.903266443769657,"9"
"80","2017-Q1","JFK-1067","Asphalt Pavement Repairs via Work Order",2017-01-11,"Other",12071025,9977777,-0.173410957,"FAIL",3,"NY",1,"Avi","C","Paving",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.20979101858059,"8"
"81","2017-Q1","MFP-924.644","NJ Marine Terminals Railroad Rehab via Work Order",2017-01-17,"Public",4200000,3987114,-0.050687143,"GOOD",3,"NJ",1,"Ports","C","Infra",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.05339350718339,"7"
"82","2017-Q1","HT-924.089","NJ Service Building 1 and 2 Priority Repairs",2017-01-18,"Other",1410000,1399756,-0.007265248,"GOOD",3,"NJ",1,"TB&T","A","Building",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.00731841835291,"3"
"83","2017-Q1","EWR-154.392","Terminal A Redev - Bridges N57, N58, N59 and Utilities ",2017-01-24,"Other",69800000,67107000,-0.038581662,"GOOD",9,"NJ",1,"Avi","C","Infra",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.04012994173484,"10"
"84","2017-Q1","LGA-103.015","Pump House 6 Substation",2017-01-26,"Public",5100000,4640176,-0.090161569,"GOOD",7,"NY",1,"Avi","E","Infra",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.09909624117706,"7"
"85","2017-Q1","JFK-154.022","Vehicle Gates Security Upgrade",2017-01-30,"Other",6500000,5987000,-0.078923077,"GOOD",5,"NY",1,"Avi","C","Infra",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.08568565224653,"7"
"86","2017-Q1","JFK-124.009","Bldg 14 Roof Replacement, East Wing",2017-02-02,"Public",4800000,3901193,-0.187251458,"GOOD",14,"NY",1,"Avi","A","Building",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.2303928567492,"6"
"87","2017-Q1","GWB-924.170","Maintenance Pavement Repairs via Work Order",2017-02-07,"Other",1965000,1450000,-0.262086514,"GOOD",6,"Both",1,"TB&T","C","Paving",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.3551724137931,"4"
"88","2017-Q1","EWR-924.375","Peripheral Ditch Containment Boom Anchor Walls",2017-02-08,"Public",970000,756482,-0.220121649,"GOOD",9,"NJ",1,"Avi","S","Infra",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.28225126308359,"1"
"89","2017-Q1","TEB-144.045","Storm Drainage System Rehab Phase 1",2017-02-14,"Public",2580000,1386000,-0.462790698,"GOOD",16,"NJ",1,"Avi","C","Infra",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.86147186147186,"3"
"90","2017-Q1","LGA-124.250","Rehab Taxiways B, AA, BB, and Associated Taxiways",2017-02-21,"Other",10393000,7903950,-0.239492928,"FAIL",3,"NY",1,"Avi","C","Paving",267.5056,279.4621,367.5061,1782.308,2238.756,556.5732,1207.126,1252.507,337.2575,1482.968,199.2152,874.7508,344.1129,396.875,36758.79,9896.156,58329.84,30537.86,16985.45,31732.09,176067.2,20439.35,15735.84,56559.79,61177.59,13733.43,22338.82,278386.8,263813.8,331506.2,76793.11,81576.25,9080.661,2238.756,372594,18400.73,43851,43552,10559,1.31491216417108,"8"
